movieId,title,genres,year,title_clean,tag,year_str,related
2922,Hang 'Em High (1968),Crime|Drama|Western,1968.0,hang 'em high,,1968.0,crime drama western hang em high
2924,Drunken Master (Jui kuen) (1978),Action|Comedy,1978.0,drunken master (jui kuen),,1978.0,action comedy drunken master jui kuen
2925,"Conformist, The (Conformista, Il) (1970)",Drama,1970.0,"conformist, the (conformista, il)",,1970.0,drama conformist the conformista il
2926,Hairspray (1988),Comedy|Drama,1988.0,hairspray,,1988.0,comedy drama hairspray
2927,Brief Encounter (1946),Drama|Romance,1946.0,brief encounter,adultery,1946.0,drama romance brief encounter adultery
2928,"Razor's Edge, The (1984)",Drama,1984.0,"razor's edge, the",,1984.0,drama razors edge the
2929,Reds (1981),Drama|Romance,1981.0,reds,,1981.0,drama romance reds
2930,Return with Honor (1998),Documentary,1998.0,return with honor,,1998.0,documentary return with honor
2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,1989.0,time of the gypsies (dom za vesanje),,1989.0,comedy crime drama fantasy time of the gypsies dom za vesanje
2932,Days of Heaven (1978),Drama,1978.0,days of heaven,,1978.0,drama days of heaven
2935,"Lady Eve, The (1941)",Comedy|Romance,1941.0,"lady eve, the",gambling,1941.0,comedy romance lady eve the gambling
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,1941.0,sullivan's travels,,1941.0,adventure comedy romance sullivans travels
2937,"Palm Beach Story, The (1942)",Comedy,1942.0,"palm beach story, the",screwball,1942.0,comedy palm beach story the screwball
2939,Niagara (1953),Drama|Thriller,1953.0,niagara,In Netflix queue,1953.0,drama thriller niagara in netflix queue
2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,1946.0,gilda,nightclub,1946.0,drama filmnoir mystery romance gilda nightclub
2941,South Pacific (1958),Musical|Romance|War,1958.0,south pacific,island,1958.0,musical romance war south pacific island
2942,Flashdance (1983),Drama|Romance,1983.0,flashdance,,1983.0,drama romance flashdance
2943,Indochine (1992),Drama|Romance,1992.0,indochine,Vietnam,1992.0,drama romance indochine vietnam
2944,"Dirty Dozen, The (1967)",Action|Drama|War,1967.0,"dirty dozen, the",,1967.0,action drama war dirty dozen the
2946,Help! (1965),Comedy|Musical,1965.0,help!,,1965.0,comedy musical help
2947,Goldfinger (1964),Action|Adventure|Thriller,1964.0,goldfinger,,1964.0,action adventure thriller goldfinger
2948,From Russia with Love (1963),Action|Adventure|Thriller,1963.0,from russia with love,,1963.0,action adventure thriller from russia with love
2949,Dr. No (1962),Action|Adventure|Thriller,1962.0,dr. no,,1962.0,action adventure thriller dr no
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,1980.0,"blue lagoon, the",,1980.0,adventure drama romance blue lagoon the
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,1964.0,"fistful of dollars, a (per un pugno di dollari)",bad,1964.0,action western fistful of dollars a per un pugno di dollari bad
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,1996.0,sydney (hard eight),gambling,1996.0,crime drama thriller sydney hard eight gambling
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,1992.0,home alone 2: lost in new york,family funny Macaulay Culkin sequel,1992.0,children comedy home alone  lost in new york family funny macaulay culkin sequel
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,1987.0,someone to watch over me,,1987.0,action crime thriller someone to watch over me
2959,Fight Club (1999),Action|Crime|Drama|Thriller,1999.0,fight club,dark comedy psychology thought-provoking twist ending dark comedy violence action atmospheric based on a book Brad Pitt challenging Chuck Palahniuk classic clever complicated consumerism crime dark dark comedy David Fincher disturbing double life Edward Norton fighting great acting helena bonham carter imaginary friend imdb top 250 mental illness mind-blowing mindfuck narrated Nudity (Topless) Palahnuik philosophical philosophy postmodern powerful ending psychological psychological thriller psychology quirky satirical schizophrenia social commentary societal criticism stylized surreal TERRORISM thought-provoking twist twist ending violence violent,1999.0,action crime drama thriller fight club dark comedy psychology thoughtprovoking twist ending dark comedy violence action atmospheric based on a book brad pitt challenging chuck palahniuk classic clever complicated consumerism crime dark dark comedy david fincher disturbing double life edward norton fighting great acting helena bonham carter imaginary friend imdb top  mental illness mindblowing mindfuck narrated nudity topless palahnuik philosophical philosophy postmodern powerful ending psychological psychological thriller psychology quirky satirical schizophrenia social commentary societal criticism stylized surreal terrorism thoughtprovoking twist twist ending violence violent
2961,"Story of Us, The (1999)",Comedy|Drama,1999.0,"story of us, the",,1999.0,comedy drama story of us the
2962,Fever Pitch (1997),Comedy|Romance,1997.0,fever pitch,,1997.0,comedy romance fever pitch
2964,Julien Donkey-Boy (1999),Drama,1999.0,julien donkey-boy,,1999.0,drama julien donkeyboy
2965,"Omega Code, The (1999)",Action,1999.0,"omega code, the",,1999.0,action omega code the
2966,"Straight Story, The (1999)",Adventure|Drama,1999.0,"straight story, the",brothers lawn mower,1999.0,adventure drama straight story the brothers lawn mower
2967,"Bad Seed, The (1956)",Drama|Thriller,1956.0,"bad seed, the",evil children,1956.0,drama thriller bad seed the evil children
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,1981.0,time bandits,time travel,1981.0,adventure comedy fantasy scifi time bandits time travel
2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,1966.0,"man and a woman, a (un homme et une femme)",,1966.0,drama romance man and a woman a un homme et une femme
2970,Fitzcarraldo (1982),Adventure|Drama,1982.0,fitzcarraldo,,1982.0,adventure drama fitzcarraldo
2971,All That Jazz (1979),Drama|Fantasy|Musical,1979.0,all that jazz,,1979.0,drama fantasy musical all that jazz
2972,Red Sorghum (Hong gao liang) (1987),Drama|War,1987.0,red sorghum (hong gao liang),,1987.0,drama war red sorghum hong gao liang
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,1989.0,crimes and misdemeanors,,1989.0,comedy crime drama crimes and misdemeanors
2974,Bats (1999),Horror|Thriller,1999.0,bats,,1999.0,horror thriller bats
2975,"Best Man, The (1999)",Comedy|Drama,1999.0,"best man, the",,1999.0,comedy drama best man the
2976,Bringing Out the Dead (1999),Drama,1999.0,bringing out the dead,,1999.0,drama bringing out the dead
2977,Crazy in Alabama (1999),Comedy|Drama,1999.0,crazy in alabama,,1999.0,comedy drama crazy in alabama
2978,Three to Tango (1999),Comedy|Romance,1999.0,three to tango,,1999.0,comedy romance three to tango
2979,Body Shots (1999),Drama,1999.0,body shots,,1999.0,drama body shots
2982,"Guardian, The (1990)",Horror|Thriller,1990.0,"guardian, the",,1990.0,horror thriller guardian the
2983,"Ipcress File, The (1965)",Thriller,1965.0,"ipcress file, the",,1965.0,thriller ipcress file the
2984,On Any Sunday (1971),Documentary,1971.0,on any sunday,,1971.0,documentary on any sunday
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,1987.0,robocop,,1987.0,action crime drama scifi thriller robocop
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,1990.0,robocop 2,,1990.0,action crime scifi thriller robocop
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,1988.0,who framed roger rabbit?,live action/animation,1988.0,adventure animation children comedy crime fantasy mystery who framed roger rabbit live actionanimation
2988,Melvin and Howard (1980),Drama,1980.0,melvin and howard,,1980.0,drama melvin and howard
2989,For Your Eyes Only (1981),Action|Adventure|Thriller,1981.0,for your eyes only,,1981.0,action adventure thriller for your eyes only
2990,Licence to Kill (1989),Action|Adventure|Thriller,1989.0,licence to kill,,1989.0,action adventure thriller licence to kill
2991,Live and Let Die (1973),Action|Adventure|Thriller,1973.0,live and let die,,1973.0,action adventure thriller live and let die
2992,Rawhead Rex (1986),Horror|Thriller,1986.0,rawhead rex,,1986.0,horror thriller rawhead rex
2993,Thunderball (1965),Action|Adventure|Thriller,1965.0,thunderball,,1965.0,action adventure thriller thunderball
2995,House on Haunted Hill (1999),Horror|Thriller,1999.0,house on haunted hill,,1999.0,horror thriller house on haunted hill
2996,Music of the Heart (1999),Drama,1999.0,music of the heart,,1999.0,drama music of the heart
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,1999.0,being john malkovich,,1999.0,comedy drama fantasy being john malkovich
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,1997.0,princess mononoke (mononoke-hime),anime adventure atmospheric fantasy world Studio Ghibli surreal,1997.0,action adventure animation drama fantasy princess mononoke mononokehime anime adventure atmospheric fantasy world studio ghibli surreal
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,1999.0,my best fiend (mein liebster feind),,1999.0,documentary my best fiend mein liebster feind
3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,1998.0,train of life (train de vie),,1998.0,comedy drama romance war train of life train de vie
3004,"Bachelor, The (1999)",Comedy|Romance,1999.0,"bachelor, the",,1999.0,comedy romance bachelor the
3005,"Bone Collector, The (1999)",Thriller,1999.0,"bone collector, the",,1999.0,thriller bone collector the
3006,"Insider, The (1999)",Drama|Thriller,1999.0,"insider, the",tobacco true story,1999.0,drama thriller insider the tobacco true story
3007,American Movie (1999),Documentary,1999.0,american movie,In Netflix queue,1999.0,documentary american movie in netflix queue
3008,Last Night (1998),Drama|Sci-Fi,1998.0,last night,,1998.0,drama scifi last night
3010,Rosetta (1999),Drama,1999.0,rosetta,,1999.0,drama rosetta
3011,"They Shoot Horses, Don't They? (1969)",Drama,1969.0,"they shoot horses, don't they?",dance marathon,1969.0,drama they shoot horses dont they dance marathon
3013,Bride of Re-Animator (1990),Comedy|Horror,1990.0,bride of re-animator,,1990.0,comedy horror bride of reanimator
3014,Bustin' Loose (1981),Comedy,1981.0,bustin' loose,,1981.0,comedy bustin loose
3015,Coma (1978),Thriller,1978.0,coma,,1978.0,thriller coma
3016,Creepshow (1982),Horror,1982.0,creepshow,,1982.0,horror creepshow
3017,Creepshow 2 (1987),Horror,1987.0,creepshow 2,,1987.0,horror creepshow
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,1985.0,re-animator,,1985.0,comedy horror scifi reanimator
3019,Drugstore Cowboy (1989),Crime|Drama,1989.0,drugstore cowboy,,1989.0,crime drama drugstore cowboy
3020,Falling Down (1993),Action|Drama,1993.0,falling down,,1993.0,action drama falling down
3021,"Funhouse, The (1981)",Horror,1981.0,"funhouse, the",,1981.0,horror funhouse the
3022,"General, The (1926)",Comedy|War,1926.0,"general, the",,1926.0,comedy war general the
3024,Piranha (1978),Horror|Sci-Fi,1978.0,piranha,,1978.0,horror scifi piranha
3028,"Taming of the Shrew, The (1967)",Comedy,1967.0,"taming of the shrew, the",Shakespeare,1967.0,comedy taming of the shrew the shakespeare
3029,Nighthawks (1981),Action|Drama,1981.0,nighthawks,,1981.0,action drama nighthawks
3030,Yojimbo (1961),Action|Adventure,1961.0,yojimbo,samurai,1961.0,action adventure yojimbo samurai
3031,Repossessed (1990),Comedy,1990.0,repossessed,,1990.0,comedy repossessed
3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,1971.0,"omega man, the",,1971.0,action drama scifi thriller omega man the
3033,Spaceballs (1987),Comedy|Sci-Fi,1987.0,spaceballs,,1987.0,comedy scifi spaceballs
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,1973.0,robin hood,,1973.0,adventure animation children comedy musical robin hood
3035,Mister Roberts (1955),Comedy|Drama|War,1955.0,mister roberts,,1955.0,comedy drama war mister roberts
3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,1981.0,"quest for fire (guerre du feu, la)",,1981.0,adventure drama quest for fire guerre du feu la
3037,Little Big Man (1970),Western,1970.0,little big man,,1970.0,western little big man
3038,"Face in the Crowd, A (1957)",Drama,1957.0,"face in the crowd, a",,1957.0,drama face in the crowd a
3039,Trading Places (1983),Comedy,1983.0,trading places,class Dan Aykroyd,1983.0,comedy trading places class dan aykroyd
3040,Meatballs (1979),Comedy,1979.0,meatballs,camp,1979.0,comedy meatballs camp
3041,Meatballs Part II (1984),Comedy,1984.0,meatballs part ii,,1984.0,comedy meatballs part ii
3042,Meatballs III (1987),Comedy,1987.0,meatballs iii,,1987.0,comedy meatballs iii
3043,Meatballs 4 (1992),Comedy,1992.0,meatballs 4,,1992.0,comedy meatballs
3044,Dead Again (1991),Mystery|Romance|Thriller,1991.0,dead again,memory music,1991.0,mystery romance thriller dead again memory music
3045,Peter's Friends (1992),Comedy|Drama,1992.0,peter's friends,,1992.0,comedy drama peters friends
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,1995.0,"incredibly true adventure of two girls in love, the",,1995.0,comedy romance incredibly true adventure of two girls in love the
3048,Under the Rainbow (1981),Comedy,1981.0,under the rainbow,,1981.0,comedy under the rainbow
3051,Anywhere But Here (1999),Comedy|Drama,1999.0,anywhere but here,,1999.0,comedy drama anywhere but here
3052,Dogma (1999),Adventure|Comedy|Fantasy,1999.0,dogma,irreverent jay and silent bob Kevin Smith satire religion,1999.0,adventure comedy fantasy dogma irreverent jay and silent bob kevin smith satire religion
3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,1999.0,"messenger: the story of joan of arc, the",,1999.0,drama war messenger the story of joan of arc the
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,1998.0,pokémon: the first movie,,1998.0,adventure animation children fantasy scifi pokmon the first movie
3055,Felicia's Journey (1999),Thriller,1999.0,felicia's journey,,1999.0,thriller felicias journey
3056,Oxygen (1999),Crime|Drama|Thriller,1999.0,oxygen,,1999.0,crime drama thriller oxygen
3057,Where's Marlowe? (1998),Comedy,1998.0,where's marlowe?,,1998.0,comedy wheres marlowe
3060,"Commitments, The (1991)",Comedy|Drama|Musical,1991.0,"commitments, the",In Netflix queue,1991.0,comedy drama musical commitments the in netflix queue
3061,Holiday Inn (1942),Comedy|Musical,1942.0,holiday inn,,1942.0,comedy musical holiday inn
3062,"Longest Day, The (1962)",Action|Drama|War,1962.0,"longest day, the",,1962.0,action drama war longest day the
3063,Poison Ivy (1992),Drama|Thriller,1992.0,poison ivy,,1992.0,drama thriller poison ivy
3064,Poison Ivy: New Seduction (1997),Drama|Thriller,1997.0,poison ivy: new seduction,,1997.0,drama thriller poison ivy new seduction
3066,Tora! Tora! Tora! (1970),Action|Drama|War,1970.0,tora! tora! tora!,,1970.0,action drama war tora tora tora
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,1988.0,women on the verge of a nervous breakdown (mujeres al borde de un ataque de nervios),,1988.0,comedy drama women on the verge of a nervous breakdown mujeres al borde de un ataque de nervios
3068,"Verdict, The (1982)",Drama|Mystery,1982.0,"verdict, the",,1982.0,drama mystery verdict the
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,1984.0,"adventures of buckaroo banzai across the 8th dimension, the",,1984.0,adventure comedy scifi adventures of buckaroo banzai across the th dimension the
3071,Stand and Deliver (1988),Comedy|Drama,1988.0,stand and deliver,high school,1988.0,comedy drama stand and deliver high school
3072,Moonstruck (1987),Comedy|Romance,1987.0,moonstruck,New York,1987.0,comedy romance moonstruck new york
3073,"Sandpiper, The (1965)",Drama|Romance,1965.0,"sandpiper, the",,1965.0,drama romance sandpiper the
3074,Jeremiah Johnson (1972),Western,1972.0,jeremiah johnson,,1972.0,western jeremiah johnson
3075,Repulsion (1965),Drama|Horror,1965.0,repulsion,,1965.0,drama horror repulsion
3076,Irma la Douce (1963),Comedy,1963.0,irma la douce,,1963.0,comedy irma la douce
3077,42 Up (1998),Documentary,1998.0,42 up,In Netflix queue Up series,1998.0,documentary  up in netflix queue up series
3078,Liberty Heights (1999),Drama,1999.0,liberty heights,,1999.0,drama liberty heights
3079,Mansfield Park (1999),Comedy|Drama|Romance,1999.0,mansfield park,,1999.0,comedy drama romance mansfield park
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,1999.0,sleepy hollow,Ichabod Crane,1999.0,fantasy horror mystery romance sleepy hollow ichabod crane
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,1999.0,"world is not enough, the",,1999.0,action adventure thriller world is not enough the
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,1999.0,all about my mother (todo sobre mi madre),,1999.0,drama all about my mother todo sobre mi madre
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,1934.0,babes in toyland,,1934.0,children comedy fantasy musical babes in toyland
3087,Scrooged (1988),Comedy|Fantasy|Romance,1988.0,scrooged,christmas new york,1988.0,comedy fantasy romance scrooged christmas new york
3088,Harvey (1950),Comedy|Fantasy,1950.0,harvey,,1950.0,comedy fantasy harvey
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,1948.0,bicycle thieves (a.k.a. the bicycle thief) (a.k.a. the bicycle thieves) (ladri di biciclette),,1948.0,drama bicycle thieves aka the bicycle thief aka the bicycle thieves ladri di biciclette
3090,Matewan (1987),Drama,1987.0,matewan,,1987.0,drama matewan
3091,Kagemusha (1980),Drama|War,1980.0,kagemusha,,1980.0,drama war kagemusha
3093,McCabe & Mrs. Miller (1971),Drama|Western,1971.0,mccabe & mrs. miller,,1971.0,drama western mccabe  mrs miller
3094,Maurice (1987),Drama|Romance,1987.0,maurice,,1987.0,drama romance maurice
3095,"Grapes of Wrath, The (1940)",Drama,1940.0,"grapes of wrath, the",depression dust bowl,1940.0,drama grapes of wrath the depression dust bowl
3096,My Man Godfrey (1957),Comedy,1957.0,my man godfrey,,1957.0,comedy my man godfrey
3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,1940.0,"shop around the corner, the",remade,1940.0,comedy drama romance shop around the corner the remade
3098,"Natural, The (1984)",Drama,1984.0,"natural, the",baseball sports,1984.0,drama natural the baseball sports
3099,Shampoo (1975),Comedy|Drama|Romance,1975.0,shampoo,,1975.0,comedy drama romance shampoo
3100,"River Runs Through It, A (1992)",Drama,1992.0,"river runs through it, a",,1992.0,drama river runs through it a
3101,Fatal Attraction (1987),Drama|Thriller,1987.0,fatal attraction,adultery,1987.0,drama thriller fatal attraction adultery
3102,Jagged Edge (1985),Crime|Romance|Thriller,1985.0,jagged edge,,1985.0,crime romance thriller jagged edge
3103,Stanley & Iris (1990),Drama|Romance,1990.0,stanley & iris,,1990.0,drama romance stanley  iris
3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,1988.0,midnight run,,1988.0,action comedy crime thriller midnight run
3105,Awakenings (1990),Drama|Mystery,1990.0,awakenings,,1990.0,drama mystery awakenings
3106,Come See the Paradise (1990),Drama|Romance,1990.0,come see the paradise,,1990.0,drama romance come see the paradise
3107,Backdraft (1991),Action|Drama,1991.0,backdraft,,1991.0,action drama backdraft
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,1991.0,"fisher king, the",homeless,1991.0,comedy drama fantasy romance fisher king the homeless
3109,"River, The (1984)",Drama,1984.0,"river, the",,1984.0,drama river the
3111,Places in the Heart (1984),Drama,1984.0,places in the heart,racism,1984.0,drama places in the heart racism
3112,'night Mother (1986),Drama,1986.0,'night mother,,1986.0,drama night mother
3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,1999.0,end of days,,1999.0,action fantasy horror mystery thriller end of days
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,1999.0,toy story 2,animation Disney funny original Pixar sequel Tom Hanks Pixar,1999.0,adventure animation children comedy fantasy toy story  animation disney funny original pixar sequel tom hanks pixar
3115,Flawless (1999),Drama,1999.0,flawless,men in drag,1999.0,drama flawless men in drag
3117,Ride with the Devil (1999),Drama|Romance|War,1999.0,ride with the devil,,1999.0,drama romance war ride with the devil
3120,"Distinguished Gentleman, The (1992)",Comedy,1992.0,"distinguished gentleman, the",,1992.0,comedy distinguished gentleman the
3125,"End of the Affair, The (1999)",Drama,1999.0,"end of the affair, the",Graham Greene,1999.0,drama end of the affair the graham greene
3127,Holy Smoke (1999),Comedy|Drama,1999.0,holy smoke,,1999.0,comedy drama holy smoke
3129,Sweet and Lowdown (1999),Comedy|Drama,1999.0,sweet and lowdown,,1999.0,comedy drama sweet and lowdown
3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama,1990.0,bonfire of the vanities,,1990.0,comedy crime drama bonfire of the vanities
3132,Daddy Long Legs (1919),Comedy|Drama,1919.0,daddy long legs,,1919.0,comedy drama daddy long legs
3134,Grand Illusion (La grande illusion) (1937),Drama|War,1937.0,grand illusion (la grande illusion),downbeat poignant,1937.0,drama war grand illusion la grande illusion downbeat poignant
3135,"Great Santini, The (1979)",Drama,1979.0,"great santini, the",fatherhood,1979.0,drama great santini the fatherhood
3138,Stealing Home (1988),Drama,1988.0,stealing home,,1988.0,drama stealing home
3141,"Two Jakes, The (1990)",Drama,1990.0,"two jakes, the",,1990.0,drama two jakes the
3142,U2: Rattle and Hum (1988),Documentary|Musical,1988.0,u2: rattle and hum,,1988.0,documentary musical u rattle and hum
3143,Hell in the Pacific (1968),Drama|War,1968.0,hell in the pacific,,1968.0,drama war hell in the pacific
3145,Cradle Will Rock (1999),Drama,1999.0,cradle will rock,,1999.0,drama cradle will rock
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,1999.0,deuce bigalow: male gigolo,,1999.0,comedy deuce bigalow male gigolo
3147,"Green Mile, The (1999)",Crime|Drama,1999.0,"green mile, the",Stephen King,1999.0,crime drama green mile the stephen king
3148,"Cider House Rules, The (1999)",Drama,1999.0,"cider house rules, the",,1999.0,drama cider house rules the
3150,"War Zone, The (1999)",Drama|Thriller,1999.0,"war zone, the",,1999.0,drama thriller war zone the
3152,"Last Picture Show, The (1971)",Drama,1971.0,"last picture show, the",black-and-white,1971.0,drama last picture show the blackandwhite
3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,1958.0,"7th voyage of sinbad, the",,1958.0,action adventure fantasy th voyage of sinbad the
3155,Anna and the King (1999),Drama|Romance,1999.0,anna and the king,,1999.0,drama romance anna and the king
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,1999.0,bicentennial man,,1999.0,drama romance scifi bicentennial man
3157,Stuart Little (1999),Children|Comedy|Fantasy,1999.0,stuart little,,1999.0,children comedy fantasy stuart little
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,1999.0,"emperor and the assassin, the (jing ke ci qin wang)",,1999.0,drama emperor and the assassin the jing ke ci qin wang
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,1999.0,fantasia 2000,,1999.0,animation children musical imax fantasia
3160,Magnolia (1999),Drama,1999.0,magnolia,L.A.,1999.0,drama magnolia la
3161,Onegin (1999),Drama|Romance,1999.0,onegin,,1999.0,drama romance onegin
3162,Simpatico (1999),Comedy|Drama,1999.0,simpatico,,1999.0,comedy drama simpatico
3163,Topsy-Turvy (1999),Comedy|Drama|Musical,1999.0,topsy-turvy,,1999.0,comedy drama musical topsyturvy
3165,Boiling Point (1993),Action|Drama,1993.0,boiling point,,1993.0,action drama boiling point
3167,Carnal Knowledge (1971),Comedy|Drama,1971.0,carnal knowledge,,1971.0,comedy drama carnal knowledge
3168,Easy Rider (1969),Adventure|Drama,1969.0,easy rider,,1969.0,adventure drama easy rider
3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller,1985.0,the falcon and the snowman,,1985.0,crime drama thriller the falcon and the snowman
3171,Room at the Top (1959),Drama,1959.0,room at the top,,1959.0,drama room at the top
3173,Any Given Sunday (1999),Drama,1999.0,any given sunday,,1999.0,drama any given sunday
3174,Man on the Moon (1999),Comedy|Drama,1999.0,man on the moon,Andy Kaufman,1999.0,comedy drama man on the moon andy kaufman
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,1999.0,galaxy quest,spoof,1999.0,adventure comedy scifi galaxy quest spoof
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,1999.0,"talented mr. ripley, the",based on a book creepy disturbing Jude Law murder obsession psychology secrets serial killer suspense Europe murder,1999.0,drama mystery thriller talented mr ripley the based on a book creepy disturbing jude law murder obsession psychology secrets serial killer suspense europe murder
3177,Next Friday (2000),Comedy,2000.0,next friday,,2000.0,comedy next friday
3178,"Hurricane, The (1999)",Drama,1999.0,"hurricane, the",boxing,1999.0,drama hurricane the boxing
3179,Angela's Ashes (1999),Drama,1999.0,angela's ashes,,1999.0,drama angelas ashes
3181,Titus (1999),Drama,1999.0,titus,Shakespeare,1999.0,drama titus shakespeare
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,1999.0,"mr. death: the rise and fall of fred a. leuchter, jr.",,1999.0,documentary mr death the rise and fall of fred a leuchter jr
3183,"Third Miracle, The (1999)",Drama,1999.0,"third miracle, the",,1999.0,drama third miracle the
3185,Snow Falling on Cedars (1999),Drama,1999.0,snow falling on cedars,,1999.0,drama snow falling on cedars
3186,"Girl, Interrupted (1999)",Drama,1999.0,"girl, interrupted",asylum based on a true story Brittany Murphy Mental Hospital psychology winona ryder,1999.0,drama girl interrupted asylum based on a true story brittany murphy mental hospital psychology winona ryder
3189,My Dog Skip (1999),Children|Drama,1999.0,my dog skip,,1999.0,children drama my dog skip
3190,Supernova (2000),Adventure|Sci-Fi|Thriller,2000.0,supernova,,2000.0,adventure scifi thriller supernova
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,1998.0,"terrorist, the (a.k.a. malli) (theeviravaathi)",In Netflix queue,1998.0,drama terrorist the aka malli theeviravaathi in netflix queue
3194,"Way We Were, The (1973)",Drama|Romance,1973.0,"way we were, the",,1973.0,drama romance way we were the
3196,Stalag 17 (1953),Drama|War,1953.0,stalag 17,,1953.0,drama war stalag
3197,"Presidio, The (1988)",Action|Crime|Romance|Thriller,1988.0,"presidio, the",,1988.0,action crime romance thriller presidio the
3198,Papillon (1973),Crime|Drama,1973.0,papillon,,1973.0,crime drama papillon
3200,"Last Detail, The (1973)",Comedy|Drama,1973.0,"last detail, the",,1973.0,comedy drama last detail the
3201,Five Easy Pieces (1970),Drama,1970.0,five easy pieces,,1970.0,drama five easy pieces
3203,Dead Calm (1989),Thriller,1989.0,dead calm,,1989.0,thriller dead calm
3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,1978.0,"boys from brazil, the",,1978.0,action mystery thriller boys from brazil the
3206,Against All Odds (1984),Romance,1984.0,against all odds,,1984.0,romance against all odds
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,1993.0,loaded weapon 1 (national lampoon's loaded weapon 1),,1993.0,action comedy loaded weapon  national lampoons loaded weapon
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,1982.0,fast times at ridgemont high,high school,1982.0,comedy drama romance fast times at ridgemont high high school
3211,"Cry in the Dark, A (1988)",Drama,1988.0,"cry in the dark, a",a dingo ate my baby Australia,1988.0,drama cry in the dark a a dingo ate my baby australia
3213,Batman: Mask of the Phantasm (1993),Animation|Children,1993.0,batman: mask of the phantasm,,1993.0,animation children batman mask of the phantasm
3214,American Flyers (1985),Drama,1985.0,american flyers,,1985.0,drama american flyers
3217,"Star Is Born, A (1937)",Drama,1937.0,"star is born, a",,1937.0,drama star is born a
3219,Pacific Heights (1990),Mystery|Thriller,1990.0,pacific heights,,1990.0,mystery thriller pacific heights
3221,"Draughtsman's Contract, The (1982)",Drama,1982.0,"draughtsman's contract, the",,1982.0,drama draughtsmans contract the
3223,"Zed & Two Noughts, A (1985)",Drama,1985.0,"zed & two noughts, a",,1985.0,drama zed  two noughts a
3224,Woman in the Dunes (Suna no onna) (1964),Drama,1964.0,woman in the dunes (suna no onna),,1964.0,drama woman in the dunes suna no onna
